Number	Family Name	Name	Garden/Wild	Live material
462	Plumbaginaceae	ARMERIA juniperifolia 'Bevan's Variety'	Garden	
463	Plumbaginaceae	ARMERIA maritima	Garden	
464	Plumbaginaceae	ARMERIA maritima brick red	Garden	
465	Plumbaginaceae	ARMERIA pseudarmeria 'Ballerina Red'	Garden	
466	Plumbaginaceae	ARMERIA pungens	Garden	
467	Boraginaceae	ARNEBIA pulchra	Garden	
468	Asteraceae	ARNICA alpina	Garden	
469	Asteraceae	ARNICA chamissonis	Garden	
470	Asteraceae	ARNICA montana	Garden	
471	Asphodelaceae	ARTHROPODIUM candidum bronze	Garden	
472	Asphodelaceae	ARTHROPODIUM candidum subsp. maculatum	Garden	
473	Asphodelaceae	ARTHROPODIUM minus	Garden	
474	Araceae	ARUM sp.	Garden	
475	Araceae	ARUM alpinum	Garden	
476	Araceae	ARUM apulum	Garden	
477	Araceae	ARUM concinnatum ex Crete	Garden	
478	Araceae	ARUM creticum	Garden	
479	Araceae	ARUM cyrenaicum	Garden	
480	Araceae	ARUM dioscoridis	Garden	
481	Araceae	ARUM dioscoridis subsp. syriacum	Garden	
482	Araceae	ARUM hygrophilum	Garden	
483	Araceae	ARUM hygrophilum	Garden	Yes
484	Araceae	ARUM italicum	Garden	
485	Araceae	ARUM italicum subsp. italicum 'Marmoratum'	Garden	
486	Araceae	ARUM maculatum	Garden	
487	Araceae	ARUM orientale	Garden	
488	Araceae	ARUM pictum	Garden	
489	Araceae	ARUM purpureospathum	Garden	
490	Araceae	ARUM purpureospathum	Garden	Yes
491	Rosaceae	ARUNCUS aethusifolius	Garden	
492	Rosaceae	ARUNCUS dioicus subsp. kamtschaticus	Garden	
493	Plantaginaceae	ASARINA procumbens	Garden	
494	Apocynaceae	ASCLEPIAS syriaca	Garden	
495	Apocynaceae	ASCLEPIAS tuberosa	Garden	
496	Annonaceae	ASIMINA triloba	Garden	
497	Rubiaceae	ASPERULA gussonei	Garden	
498	Asphodelaceae	ASPHODELINE liburnica	Garden	
499	Asphodelaceae	ASPHODELINE lutea	Garden	
500	Asphodelaceae	ASPHODELUS sp. yellow 60cm	Garden	
501	Asphodelaceae	ASPHODELUS acaulis	Garden	
502	Asphodelaceae	ASPHODELUS albus	Garden	
503	Asphodelaceae	ASPHODELUS albus subsp. villarsii	Garden	
504	Asphodelaceae	ASPHODELUS cerasiferus	Garden	
505	Asphodelaceae	ASPHODELUS fistulosus	Garden	
506	Asphodelaceae	ASPHODELUS microcarpus	Garden	
507	Asteraceae	ASTER sp. 25cm ex Himalaya	Garden	
508	Asteraceae	ASTER Duchess mixed	Garden	
509	Asteraceae	ASTER albescens	Garden	
510	Asteraceae	ASTER alpinus	Garden	
511	Asteraceae	ASTER alpinus f. albus	Garden	
512	Asteraceae	ASTER alpinus f. roseus	Garden	
513	Asteraceae	ASTER diplostephioides	Garden	
514	Asteraceae	ASTER flaccidus	Garden	
515	Asteraceae	ASTER laevis	Garden	
516	Asteraceae	ASTER pyrenaeus	Garden	
517	Asteraceae	ASTER souliei	Garden	
518	Saxifragaceae	ASTILBE chinensis subsp. pumila	Garden	
519	Fabaceae	ASTRAGALUS acaulis	Garden	
520	Fabaceae	ASTRAGALUS lutosus	Garden	
521	Fabaceae	ASTRAGALUS sempervirens	Garden	
522	Apiaceae	ASTRANTIA 'Bloody Mary'	Garden	
523	Apiaceae	ASTRANTIA 'Mrs MacGregor'	Garden	
524	Apiaceae	ASTRANTIA carniolica	Garden	
525	Apiaceae	ASTRANTIA major	Garden	
526	Apiaceae	ASTRANTIA major red	Garden	
527	Apiaceae	ASTRANTIA major white	Garden	
528	Apiaceae	ASTRANTIA major 'Roma'	Garden	
529	Apiaceae	ASTRANTIA major 'Star of Summer'	Garden	
530	Apiaceae	ASTRANTIA major 'Venice'	Garden	
531	Apiaceae	ASTRANTIA major subsp. involucrata 'Shaggy'	Garden	
532	Apiaceae	ASTRANTIA maxima	Garden	
533	Campanulaceae	ASYNEUMA limonifolium	Garden	
534	Brassicaceae	AURINIA saxatilis	Garden	
535	Salicaceae	AZARA dentata	Garden	
536	Campanulaceae	AZORINA vidalii	Garden	
537	Iridaceae	BABIANA rubrocyanea	Garden	
538	Iridaceae	BABIANA stricta	Garden	
539	Asteraceae	BALSAMORHIZA deltoidea	Garden	
540	Fabaceae	BAPTISIA australis	Garden	
541	Fabaceae	BAPTISIA x variicolor 'Twilite (Prairieblues ser)'	Garden	
542	Brassicaceae	BARBAREA rupicola	Garden	
543	Brassicaceae	BARBAREA vulgaris 'Variegata'	Garden	
544	Asphodelaceae	BARNARDIA japonica	Garden	
545	Ranunculaceae	BEESIA calthifolia	Garden	
546	Ranunculaceae	BEESIA deltophylla	Garden	
547	Begoniaceae	BEGONIA pedatifida	Garden	
548	Asphodelaceae	BELLEVALIA crassa aff. ex RR Wallis	Garden	
549	Asphodelaceae	BELLEVALIA dubia subsp. hackelii	Garden	
550	Asphodelaceae	BELLEVALIA hyacinthoides	Garden	
551	Asphodelaceae	BELLEVALIA paradoxa	Garden	
552	Asphodelaceae	BELLEVALIA pycnantha	Garden	
553	Asphodelaceae	BELLEVALIA pycnantha 'Green Pearl'	Garden	
554	Asphodelaceae	BELLEVALIA romana	Garden	
555	Asteraceae	BERKHEYA cirsiifolia	Garden	
556	Asteraceae	BERKHEYA purpurea	Garden	
557	Asteraceae	BERKHEYA radula	Garden	
558	Asphodelaceae	BESCHORNERIA rigida dwarf high alpine ex Mexico	Garden	
559	Amaranthaceae	BETA trigyna	Garden	
560	Lamiaceae	BETONICA nivea	Garden	
561	Betulaceae	BETULA alleghaniensis	Garden	
562	Araceae	BIARUM tenuifolium subsp. abbreviatum	Garden	
563	Asteraceae	BIDENS pilosa	Garden	
564	Pittosporaceae	BILLARDIERA longiflora	Garden	
565	Orchidaceae	BLETILLA striata	Garden	
566	Asphodelaceae	BLOOMERIA crocea	Garden	
567	Urticaceae	BOEHMERIA sieboldiana	Garden	
568	Alstroemeriaceae	BOMAREA sp. yellow  non-climbing	Garden	
569	Alstroemeriaceae	BOMAREA caldasii	Garden	
570	Boraginaceae	BORAGO officinalis	Garden	
571	Saxifragaceae	BOYKINIA aconitifolia	Garden	
572	Saxifragaceae	BOYKINIA rotundifolia	Garden	
573	Brassicaceae	BRASSICA oleracea 'Walking Stick'	Garden	
574	Brassicaceae	BRASSICA repanda	Garden	
575	Brassicaceae	BRAYA alpina	Garden	
576	Asphodelaceae	BRIMEURA amethystina	Garden	
577	Asphodelaceae	BRIMEURA amethystina dwarf exJJA	Garden	
578	Asphodelaceae	BRIMEURA amethystina ex Hautes Pyrenees	Garden	
579	Asphodelaceae	BRIMEURA amethystina f. alba	Garden	
580	Poaceae	BRIZA maxima	Garden	
581	Poaceae	BRIZA subaristata	Garden	
582	Asphodelaceae	BRODIAEA coronaria	Garden	
583	Asphodelaceae	BRODIAEA elegans	Garden	
584	Asphodelaceae	BRODIAEA jolonensis	Garden	
585	Asphodelaceae	BRODIAEA stellaris	Garden	
586	Boraginaceae	BRUNNERA macrophylla	Garden	
587	Scrophulariaceae	BUDDLEJA albiflora	Garden	
588	Scrophulariaceae	BUDDLEJA speciosissima	Garden	
589	Boraginaceae	BUGLOSSOIDES purpurocaerulea	Garden	
590	Plumbaginaceae	BUKINICZIA cabulica	Garden	
591	Asphodelaceae	BULBINE bulbosa	Garden	
592	Asphodelaceae	BULBINE semibarbata	Garden	
593	Asphodelaceae	BULBINELLA hookeri	Garden	
594	Apiaceae	BUPLEURUM fruticosum	Garden	
595	Apiaceae	BUPLEURUM longifolium	Garden	
596	Poaceae	CALAMAGROSTIS x acutiflora 'Karl Foerster'	Garden	
597	Montiaceae	CALANDRINIA depressa	Garden	
598	Montiaceae	CALANDRINIA grandiflora	Garden	
599	Montiaceae	CALANDRINIA sericea	Garden	
600	Montiaceae	CALANDRINIA umbellata	Garden	
601	Calceolariaceae	CALCEOLARIA 'John Innes'	Garden	
602	Calceolariaceae	CALCEOLARIA andina	Garden	
603	Calceolariaceae	CALCEOLARIA biflora	Garden	
604	Calceolariaceae	CALCEOLARIA chelidonioides	Garden	
605	Calceolariaceae	CALCEOLARIA corymbosa subsp. montana	Garden	
606	Calceolariaceae	CALCEOLARIA falklandica	Garden	
607	Calceolariaceae	CALCEOLARIA filicaulis	Garden	
608	Calceolariaceae	CALCEOLARIA tenella	Garden	
609	Calceolariaceae	CALCEOLARIA umbellata	Garden	
610	Asteraceae	CALENDULA 'Orange King'	Garden	
611	Ranunculaceae	CALLIANTHEMUM anemonoides	Garden	
612	Liliaceae	CALOCHORTUS albus subsp. rubellus	Garden	
613	Liliaceae	CALOCHORTUS catalinae	Garden	
614	Liliaceae	CALOCHORTUS clavatus	Garden	
615	Liliaceae	CALOCHORTUS ghiesbreghtii	Garden	
616	Liliaceae	CALOCHORTUS obispoensis	Garden	
617	Liliaceae	CALOCHORTUS palmeri	Garden	
618	Liliaceae	CALOCHORTUS simulans	Garden	
619	Liliaceae	CALOCHORTUS splendens	Garden	
620	Liliaceae	CALOCHORTUS striatus	Garden	
621	Liliaceae	CALOCHORTUS tiburonensis	Garden	
622	Liliaceae	CALOCHORTUS venustus 'Cuddy Creek reds'	Garden	
623	Liliaceae	CALOCHORTUS weedii subsp. weedii	Garden	
624	Ranunculaceae	CALTHA leptosepala subsp. biflora	Garden	
625	Ranunculaceae	CALTHA palustris f. alba	Garden	
626	Ranunculaceae	CALTHA scaposa	Garden	
627	Onagraceae	CALYLOPHUS lavandulifolius	Garden	
628	Onagraceae	CALYLOPHUS serrulatus	Garden	
629	Asphodelaceae	CAMASSIA sp. white	Garden	
630	Asphodelaceae	CAMASSIA cusickii	Garden	
631	Asphodelaceae	CAMASSIA leichtlinii	Garden	
632	Asphodelaceae	CAMASSIA leichtlinii cream	Garden	
633	Asphodelaceae	CAMASSIA leichtlinii mixed	Garden	
634	Asphodelaceae	CAMASSIA leichtlinii pink	Garden	
635	Asphodelaceae	CAMASSIA leichtlinii f. alba	Garden	
636	Asphodelaceae	CAMASSIA leichtlinii subsp. leichtlinii cream	Garden	
637	Asphodelaceae	CAMASSIA leichtlinii subsp. suksdorfii	Garden	
638	Asphodelaceae	CAMASSIA leichtlinii subsp. suksdorfii f. alba	Garden	
639	Asphodelaceae	CAMASSIA quamash	Garden	
640	Asphodelaceae	CAMASSIA quamash f. alba	Garden	
641	Asphodelaceae	CAMASSIA quamash f. breviflora	Garden	
642	Theaceae	CAMELLIA hyb.	Garden	
643	Campanulaceae	CAMPANULA sp. white 20cm	Garden	
644	Campanulaceae	CAMPANULA 'Faichem Lilac'	Garden	
645	Campanulaceae	CAMPANULA 'Samantha'	Garden	
646	Campanulaceae	CAMPANULA 'Timsbury Perfection'	Garden	
647	Campanulaceae	CAMPANULA alliariifolia	Garden	
648	Campanulaceae	CAMPANULA allionii	Garden	
649	Campanulaceae	CAMPANULA alpina subsp. orbelica	Garden	
650	Campanulaceae	CAMPANULA argyrotricha	Garden	
651	Campanulaceae	CAMPANULA aristata	Garden	
652	Campanulaceae	CAMPANULA barbata	Garden	
653	Campanulaceae	CAMPANULA bellidifolia f. rosea	Garden	
654	Campanulaceae	CAMPANULA betulifolia	Garden	
655	Campanulaceae	CAMPANULA bornmuelleri	Garden	
656	Campanulaceae	CAMPANULA carpatica	Garden	
657	Campanulaceae	CAMPANULA carpatica subsp. turbinata	Garden	
658	Campanulaceae	CAMPANULA cervicaria	Garden	
659	Campanulaceae	CAMPANULA chamissonis	Garden	
660	Campanulaceae	CAMPANULA choruhensis	Garden	
661	Campanulaceae	CAMPANULA ciliata	Garden	
662	Campanulaceae	CAMPANULA cochleariifolia	Garden	
663	Campanulaceae	CAMPANULA cochleariifolia 'Bavaria Blue'	Garden	
664	Campanulaceae	CAMPANULA collina	Garden	
665	Campanulaceae	CAMPANULA coriacea	Garden	
666	Campanulaceae	CAMPANULA dolomitica	Garden	
667	Campanulaceae	CAMPANULA fenestrellata	Garden	
668	Campanulaceae	CAMPANULA fragilis subsp. cavolinii	Garden	
669	Campanulaceae	CAMPANULA garganica	Garden	
670	Campanulaceae	CAMPANULA glomerata	Garden	
671	Campanulaceae	CAMPANULA glomerata f. alba	Garden	
672	Campanulaceae	CAMPANULA grossheimii	Garden	
673	Campanulaceae	CAMPANULA hofmannii	Garden	
674	Campanulaceae	CAMPANULA incurva	Garden	
675	Campanulaceae	CAMPANULA kirpicznikovii	Garden	
676	Campanulaceae	CAMPANULA lactiflora 'Loddon Anna'	Garden	
677	Campanulaceae	CAMPANULA lasiocarpa	Garden	
678	Campanulaceae	CAMPANULA latifolia	Garden	
679	Campanulaceae	CAMPANULA latifolia blue & white mix	Garden	
680	Campanulaceae	CAMPANULA latifolia 'Maculata'	Garden	
681	Campanulaceae	CAMPANULA latifolia 'Roger Wood'	Garden	
682	Campanulaceae	CAMPANULA latifolia f. alba	Garden	
683	Campanulaceae	CAMPANULA latifolia subsp. macrantha	Garden	
684	Campanulaceae	CAMPANULA latifolia subsp. macrantha f. alba	Garden	
685	Campanulaceae	CAMPANULA makaschvilii pink	Garden	
686	Campanulaceae	CAMPANULA makaschvilii white	Garden	
687	Campanulaceae	CAMPANULA medium	Garden	
688	Campanulaceae	CAMPANULA ochroleuca	Garden	
689	Campanulaceae	CAMPANULA orphanidea	Garden	
690	Campanulaceae	CAMPANULA persicifolia	Garden	
691	Campanulaceae	CAMPANULA persicifolia double white	Garden	
692	Campanulaceae	CAMPANULA primulifolia	Garden	
693	Campanulaceae	CAMPANULA punctata	Garden	
694	Campanulaceae	CAMPANULA pyramidalis	Garden	
695	Campanulaceae	CAMPANULA raineri	Garden	
696	Campanulaceae	CAMPANULA rapunculoides	Garden	
697	Campanulaceae	CAMPANULA rigidipila	Garden	
698	Campanulaceae	CAMPANULA rotundifolia	Garden	
699	Campanulaceae	CAMPANULA saxifraga	Garden	
700	Campanulaceae	CAMPANULA saxifraga subsp. aucheri	Garden	
701	Campanulaceae	CAMPANULA speciosa	Garden	
702	Campanulaceae	CAMPANULA stevenii subsp. turczaninovii	Garden	
703	Campanulaceae	CAMPANULA suanetica	Garden	
704	Campanulaceae	CAMPANULA takesimana pink	Garden	
705	Campanulaceae	CAMPANULA takesimana f. alba	Garden	
706	Campanulaceae	CAMPANULA thessala cf.	Garden	
707	Campanulaceae	CAMPANULA thyrsoides	Garden	
708	Campanulaceae	CAMPANULA thyrsoides subsp. carniolica	Garden	
709	Campanulaceae	CAMPANULA tommasiniana	Garden	
710	Campanulaceae	CAMPANULA topaliana	Garden	
711	Campanulaceae	CAMPANULA trachelium	Garden	
712	Campanulaceae	CAMPANULA trachelium 'Bernice'	Garden	
713	Campanulaceae	CAMPANULA waldsteiniana	Garden	
714	Campanulaceae	CAMPANULA wanneri	Garden	
715	Campanulaceae	CAMPANULA zangezura	Garden	
716	Cannaceae	CANNA brasiliensis	Garden	
717	Polemoniaceae	CANTUA buxifolia	Garden	
718	Papaveraceae	CAPNOIDES sempervirens	Garden	
719	Brassicaceae	CARDAMINE enneaphyllos	Garden	
720	Brassicaceae	CARDAMINE heptaphylla	Garden	
721	Brassicaceae	CARDAMINE kitaibelii	Garden	
722	Brassicaceae	CARDAMINE pentaphyllos	Garden	
723	Liliaceae	CARDIOCRINUM cordatum	Garden	
724	Liliaceae	CARDIOCRINUM cordatum subsp. glehnii	Garden	
725	Liliaceae	CARDIOCRINUM giganteum	Garden	
726	Liliaceae	CARDIOCRINUM giganteum subsp. yunnanense	Garden	
727	Cyperaceae	CAREX buchananii	Garden	
728	Cyperaceae	CAREX pendula	Garden	
729	Asteraceae	CARLINA acaulis subsp. caulescens	Garden	
730	Fabaceae	CARMICHAELIA appressa	Garden	
731	Fabaceae	CARMICHAELIA torulosa	Garden	
732	Hydrangeaceae	CARPENTERIA californica	Garden	
733	Orobanchaceae	CASTILLEJA latifolia	Garden	
734	Orobanchaceae	CASTILLEJA miniata x integra	Garden	
735	Berberidaceae	CAULOPHYLLUM robustum	Garden	
736	Zingiberaceae	CAUTLEYA gracilis	Garden	
737	Asteraceae	CELMISIA sp. ex Vic Aus green/silver lf	Garden	
738	Asteraceae	CELMISIA bellidioides	Garden	
739	Asteraceae	CELMISIA coriacea	Garden	
740	Asteraceae	CELMISIA dubia	Garden	
741	Asteraceae	CELMISIA gracilenta	Garden	
742	Asteraceae	CELMISIA gracilenta silver leaf	Garden	
743	Asteraceae	CELMISIA hookeri	Garden	
744	Asteraceae	CELMISIA incana	Garden	
745	Asteraceae	CELMISIA longifolia	Garden	
746	Asteraceae	CELMISIA semicordata	Garden	
747	Asteraceae	CELMISIA verbascifolia	Garden	
748	Asteraceae	CELMISIA walkeri	Garden	
749	Apiaceae	CENOLOPHIUM denudatum	Garden	
750	Asteraceae	CENTAUREA bella	Garden	
751	Asteraceae	CENTAUREA cheiranthifolia	Garden	
752	Asteraceae	CENTAUREA clementei	Garden	
753	Asteraceae	CENTAUREA jacea	Garden	
754	Asteraceae	CENTAUREA lainzii	Garden	
755	Asteraceae	CENTAUREA macrocephala	Garden	
756	Asteraceae	CENTAUREA prolongi	Garden	
757	Asteraceae	CENTAUREA scoparia	Garden	
758	Asteraceae	CENTAUREA stoebe subsp. stoebe	Garden	
759	Gentianaceae	CENTAURIUM erythraea	Garden	
760	Gentianaceae	CENTAURIUM erythraea white	Garden	
761	Gentianaceae	CENTAURIUM scilloides	Garden	
762	Apiaceae	CENTELLA asiatica	Garden	
763	Caprifoliaceae	CEPHALARIA alpina	Garden	
764	Caprifoliaceae	CEPHALARIA gigantea	Garden	
765	Caprifoliaceae	CEPHALARIA radiata	Garden	
766	Caprifoliaceae	CEPHALARIA transsylvanica	Garden	
767	Caryophyllaceae	CERASTIUM decalvans cf.  ex Turkey white 10cm	Garden	
768	Fabaceae	CERCIS canadensis	Garden	
769	Fabaceae	CERCIS canadensis 'Covey'	Garden	
770	Fabaceae	CERCIS canadensis f. albus	Garden	
771	Fabaceae	CERCIS chinensis	Garden	
772	Boraginaceae	CERINTHE major	Garden	
773	Boraginaceae	CERINTHE major 'Purpurascens'	Garden	
774	Boraginaceae	CERINTHE major 'Purpurascens' red/cream	Garden	
775	Boraginaceae	CERINTHE retorta	Garden	
776	Plantaginaceae	CHAENORHINUM sp.	Garden	
777	Plantaginaceae	CHAENORHINUM origanifolium subsp. crassifolium	Garden	
778	Apiaceae	CHAEROPHYLLUM azoricum	Garden	
779	Apiaceae	CHAEROPHYLLUM temulum	Garden	
780	Fabaceae	CHAMAECYTISUS hirsutus subsp. polytrichus	Garden	
781	Poaceae	CHASMANTHIUM latifolium	Garden	
782	Asteraceae	CHEIROLOPHUS sempervirens	Garden	
783	Papaveraceae	CHELIDONIUM majus	Garden	
784	Papaveraceae	CHELIDONIUM majus 'Flore Pleno'	Garden	
785	Crassulaceae	CHIASTOPHYLLUM oppositifolium	Garden	
786	Calycanthaceae	CHIMONANTHUS praecox	Garden	
787	Gesneriaceae	CHIRITA tamiana	Garden	
788	Asphodelaceae	CHLOROPHYTUM saundersiae	Garden	
789	Asteraceae	CHRYSOPSIS pumila	Garden	
790	Asteraceae	CICERBITA alpina	Garden	
791	Asteraceae	CICHORIUM intybus	Garden	
792	Asteraceae	CIRSIUM heterophyllum	Garden	
793	Asteraceae	CIRSIUM pannonicum white	Garden	
794	Asteraceae	CIRSIUM rivulare subsp. atropurpureum	Garden	
795	Asteraceae	CIRSIUM tuberosum	Garden	
796	Montiaceae	CISTANTHE grandiflora	Garden	
797	Cistaceae	CISTUS albidus	Garden	
798	Cistaceae	CISTUS creticus	Garden	
799	Cistaceae	CISTUS palhinhae F&JK1019	Garden	
800	Cistaceae	CISTUS sintenisii	Garden	
801	Cistaceae	CISTUS tauricus	Garden	
802	Ranunculaceae	CLEMATIS  'Alba Luxurians'	Garden	
803	Ranunculaceae	CLEMATIS 'Blue Bird'	Garden	
804	Ranunculaceae	CLEMATIS 'Hythe Egret'	Garden	
805	Ranunculaceae	CLEMATIS 'Ovation'	Garden	
806	Ranunculaceae	CLEMATIS 'Pagoda'	Garden	
807	Ranunculaceae	CLEMATIS 'Paillette'	Garden	
808	Ranunculaceae	CLEMATIS 'Princess Diana'	Garden	
809	Ranunculaceae	CLEMATIS addisonii	Garden	
810	Ranunculaceae	CLEMATIS aethusifolia	Garden	
811	Ranunculaceae	CLEMATIS alpina	Garden	
812	Ranunculaceae	CLEMATIS alpina pink	Garden	
813	Ranunculaceae	CLEMATIS alpina 'Frances Rivis'	Garden	
814	Ranunculaceae	CLEMATIS alpina 'Pamela Jackman'	Garden	
815	Ranunculaceae	CLEMATIS alpina 'Stolwijk Gold'	Garden	
816	Ranunculaceae	CLEMATIS alpina f. alba	Garden	
817	Ranunculaceae	CLEMATIS alpina subsp. sibirica	Garden	
818	Ranunculaceae	CLEMATIS alpina subsp. sibirica white	Garden	
819	Ranunculaceae	CLEMATIS campaniflora	Garden	
820	Ranunculaceae	CLEMATIS chiisanensis	Garden	
821	Ranunculaceae	CLEMATIS cirrhosa subsp. balearica	Garden	
822	Ranunculaceae	CLEMATIS coactilis	Garden	
823	Ranunculaceae	CLEMATIS columbiana	Garden	
824	Ranunculaceae	CLEMATIS columbiana subsp. tenuiloba 'Ylva'	Garden	
825	Ranunculaceae	CLEMATIS fremontii	Garden	
826	Ranunculaceae	CLEMATIS fusca	Garden	
827	Ranunculaceae	CLEMATIS glaucophylla	Garden	
828	Ranunculaceae	CLEMATIS heracleifolia	Garden	
829	Ranunculaceae	CLEMATIS heracleifolia 'Cassandra'	Garden	
830	Ranunculaceae	CLEMATIS hexapetala	Garden	
831	Ranunculaceae	CLEMATIS hirsutissima	Garden	
832	Ranunculaceae	CLEMATIS integrifolia	Garden	
833	Ranunculaceae	CLEMATIS integrifolia 'Blue Ribbons'	Garden	
834	Ranunculaceae	CLEMATIS integrifolia 'Olgae'	Garden	
835	Ranunculaceae	CLEMATIS macropetala	Garden	
836	Ranunculaceae	CLEMATIS mandschurica	Garden	
837	Ranunculaceae	CLEMATIS marmoraria	Garden	
838	Ranunculaceae	CLEMATIS ochroleuca	Garden	
839	Ranunculaceae	CLEMATIS pitcheri	Garden	
840	Ranunculaceae	CLEMATIS potaninii	Garden	
841	Ranunculaceae	CLEMATIS recta	Garden	
842	Ranunculaceae	CLEMATIS recta f. purpurea	Garden	
843	Ranunculaceae	CLEMATIS repens	Garden	
844	Ranunculaceae	CLEMATIS scottii	Garden	
845	Ranunculaceae	CLEMATIS serratifolia	Garden	
846	Ranunculaceae	CLEMATIS sibirica 'Riga'	Garden	
847	Ranunculaceae	CLEMATIS tangutica	Garden	
848	Ranunculaceae	CLEMATIS tangutica ex Mongolia	Garden	
849	Ranunculaceae	CLEMATIS terniflora	Garden	
850	Ranunculaceae	CLEMATIS tibetana	Garden	
851	Ranunculaceae	CLEMATIS tibetana subsp. vernayi 'Glasnevin Dusk'	Garden	
852	Ranunculaceae	CLEMATIS viorna	Garden	
853	Ranunculaceae	CLEMATIS viticella	Garden	
854	Cleomaceae	CLEOME hirta	Garden	
855	Clethraceae	CLETHRA fargesii	Garden	
856	Fabaceae	CLIANTHUS puniceus	Garden	
857	Fabaceae	CLIANTHUS puniceus dwarf	Garden	
858	Fabaceae	CLIANTHUS puniceus f. albus	Garden	
859	Fabaceae	CLIANTHUS puniceus f. roseus	Garden	
860	Amaryllidaceae	CLIVIA nobilis	Garden	
861	Amaryllidaceae	CLIVIA nobilis orange	Garden	
862	Campanulaceae	CODONOPSIS clematidea	Garden	
863	Campanulaceae	CODONOPSIS convolvulacea	Garden	
864	Campanulaceae	CODONOPSIS convolvulacea subsp. grey-wilsonii	Garden	
865	Campanulaceae	CODONOPSIS convolvulacea subsp. grey-wilsonii 'Himal Snow'	Garden	
866	Campanulaceae	CODONOPSIS convolvulacea subsp. grey-wilsonii 'Himal Snow'	Garden	Yes
867	Campanulaceae	CODONOPSIS forrestii	Garden	
868	Campanulaceae	CODONOPSIS kawakamii	Garden	
869	Campanulaceae	CODONOPSIS lanceolata	Garden	
870	Campanulaceae	CODONOPSIS ovata	Garden	
871	Campanulaceae	CODONOPSIS pilosula	Garden	
872	Campanulaceae	CODONOPSIS subscaposa	Garden	
873	Campanulaceae	CODONOPSIS vinciflora	Garden	
874	Campanulaceae	CODONOPSIS viridiflora	Garden	
875	Colchicaceae	COLCHICUM sp. (Merendera)	Garden	
876	Colchicaceae	COLCHICUM 'Glory of Heemstede'	Garden	
877	Colchicaceae	COLCHICUM alpinum	Garden	
878	Colchicaceae	COLCHICUM autumnale	Garden	
879	Colchicaceae	COLCHICUM balansae	Garden	
880	Colchicaceae	COLCHICUM boissieri	Garden	
881	Colchicaceae	COLCHICUM byzantinum	Garden	
882	Colchicaceae	COLCHICUM corsicum	Garden	
883	Colchicaceae	COLCHICUM cupanii	Garden	
884	Colchicaceae	COLCHICUM diampolis	Garden	
885	Colchicaceae	COLCHICUM hungaricum	Garden	
886	Colchicaceae	COLCHICUM kesselringii	Garden	
887	Colchicaceae	COLCHICUM kotschyi	Garden	
888	Colchicaceae	COLCHICUM laetum	Garden	
889	Colchicaceae	COLCHICUM longifolium	Garden	
890	Colchicaceae	COLCHICUM lusitanicum	Garden	
891	Colchicaceae	COLCHICUM macrophyllum	Garden	
892	Colchicaceae	COLCHICUM montanum	Garden	
893	Colchicaceae	COLCHICUM multiflorum KEKE8508	Garden	
894	Colchicaceae	COLCHICUM polyphyllum	Garden	
895	Colchicaceae	COLCHICUM sfikasianum	Garden	
896	Colchicaceae	COLCHICUM speciosum	Garden	
897	Colchicaceae	COLCHICUM speciosum small form ex Georgia	Garden	
898	Colchicaceae	COLCHICUM speciosum 'Album'	Garden	
899	Colchicaceae	COLCHICUM szovitsii 'Snow White'	Garden	
900	Colchicaceae	COLCHICUM trigynum	Garden	
901	Colchicaceae	COLCHICUM troodi	Garden	
902	Polemoniaceae	COLLOMIA biflora	Garden	
903	Fabaceae	COLUTEA arborescens	Garden	
904	Fabaceae	COLUTEA x media	Garden	
905	Fabaceae	COLUTEA x media 'Copper Beauty'	Garden	
906	Rosaceae	COMARUM palustre	Garden	
907	Commelinaceae	COMMELINA dianthifolia	Garden	
908	Commelinaceae	COMMELINA dianthifolia 'Sapphirino'	Garden	
909	Commelinaceae	COMMELINA tuberosa	Garden	
910	Commelinaceae	COMMELINA tuberosa 'Coelestis Group'	Garden	
911	Ranunculaceae	CONSOLIDA ambigua	Garden	
912	Asteraceae	COREOPSIS x hybrida Incredible dwarf mix	Garden	
913	Asteraceae	COREOPSIS lanceolata 'Sterntaler'	Garden	
914	Asteraceae	COREOPSIS verticillata 'Ruby Red'	Garden	
915	Coriariaceae	CORIARIA nepalensis	Garden	
916	Coriariaceae	CORIARIA terminalis subsp. xanthocarpa	Garden	
